iter	Passed	Remaining
616	1471	913
617	1473	910
618	1474	907
619	1476	904
620	1478	902
621	1480	899
622	1484	898
623	1486	895
624	1487	892
625	1489	889
626	1490	886
627	1491	883
628	1494	881
629	1497	879
630	1499	876
631	1501	874
632	1502	871
633	1504	868
634	1507	866
635	1509	863
636	1511	861
637	1512	858
638	1514	855
639	1518	854
640	1520	851
641	1522	848
642	1524	846
643	1525	843
644	1527	840
645	1531	839
646	1533	836
647	1535	833
648	1536	831
649	1537	828
650	1539	825
651	1543	823
652	1545	821
653	1546	818
654	1548	815
655	1549	812
656	1551	810
657	1556	808
658	1561	808
659	1563	805
660	1566	803
661	1567	800
662	1568	797
663	1570	794
664	1571	791
665	1573	789
666	1576	787
667	1577	784
668	1579	781
669	1580	778
670	1582	775
671	1583	773
672	1589	772
673	1591	769
674	1592	766
675	1594	764
676	1595	761
677	1596	758
678	1600	756
679	1602	753
680	1603	751
681	1604	748
682	1607	745
683	1608	743
684	1613	741
685	1615	739
686	1616	736
687	1617	733
688	1619	730
689	1620	728
690	1625	727
691	1627	724
692	1628	721
693	1630	718
694	1632	716
695	1635	714
696	1639	712
697	1640	709
698	1642	707
699	1644	704
700	1647	702
701	1649	700
702	1651	697
703	1652	694
704	1654	692
705	1655	689
706	1657	686
707	1661	685
708	1662	682
709	1664	679
710	1665	677
711	1667	674
712	1668	671
713	1671	669
714	1673	666
715	1674	664
716	1676	661
717	1677	659
718	1679	656
719	1680	653
720	1684	651
721	1685	649
722	1688	646
723	1689	644
724	1690	641
725	1692	638
726	1696	637
727	1698	634
728	1699	631
729	1702	629
730	1703	626
731	1704	624
732	1708	622
733	1710	619
734	1711	617
735	1713	614
736	1714	611
737	1716	609
738	1720	607
739	1722	605
740	1723	602
741	1726	600
742	1727	597
743	1729	594
744	1731	592
745	1733	590
746	1735	587
747	1737	585
748	1739	582
749	1740	580
750	1742	577
751	1745	575
752	1746	572
753	1749	570
754	1751	568
755	1757	567
756	1760	565
757	1761	562
758	1763	560
759	1765	557
760	1770	555
761	1772	553
762	1773	550
763	1775	548
764	1776	545
765	1778	543
766	1782	541
767	1783	538
768	1785	536
769	1786	533
770	1788	531
771	1791	529
772	1793	526
773	1794	524
774	1796	521
775	1798	519
776	1799	516
777	1801	513
778	1805	512
779	1807	509
780	1808	507
781	1810	504
782	1812	502
783	1813	499
784	1817	497
785	1818	495
786	1820	492
787	1821	490
788	1823	487
789	1825	485
790	1830	483
791	1831	481
792	1833	478
793	1834	475
794	1835	473
795	1837	470
796	1842	469
797	1844	466
798	1845	464
799	1847	461
800	1848	459
801	1850	456
802	1853	454
803	1855	452
804	1856	449
805	1858	447
806	1859	444
807	1861	442
808	1863	439
809	1867	438
810	1868	435
811	1870	433
812	1873	430
813	1874	428
814	1878	426
815	1880	424
816	1881	421
817	1882	418
818	1884	416
819	1885	413
820	1889	411
821	1891	409
822	1892	407
823	1894	404
824	1895	402
825	1897	399
826	1898	397
827	1902	395
828	1903	392
829	1905	390
830	1906	387
831	1908	385
832	1910	382
833	1915	381
834	1917	378
835	1918	376
836	1919	373
837	1921	371
838	1922	368
839	1925	366
840	1927	364
841	1928	361
842	1930	359
843	1931	357
844	1947	357
845	1950	355
846	1955	353
847	1958	351
848	1968	350
849	1970	347
850	1972	345
851	1977	343
852	1981	341
853	1985	339
854	1991	337
855	1995	335
856	2005	334
857	2012	333
858	2017	331
859	2025	329
860	2030	327
861	2034	325
862	2037	323
863	2040	321
864	2046	319
865	2049	317
866	2051	314
867	2060	313
868	2069	311
869	2071	309
870	2075	307
871	2078	305
872	2081	302
873	2082	300
874	2084	297
875	2087	295
876	2090	293
877	2094	291
878	2097	288
879	2100	286
880	2102	283
881	2104	281
882	2113	280
883	2117	277
884	2123	275
885	2125	273
886	2127	271
887	2129	268
888	2135	266
889	2138	264
890	2140	261
891	2147	260
892	2149	257
893	2154	255
894	2160	253
895	2162	250
896	2163	248
897	2164	245
898	2167	243
899	2171	241
900	2173	238
901	2175	236
902	2176	233
903	2179	231
904	2181	229
905	2183	226
906	2185	224
907	2186	221
908	2187	219
909	2192	216
910	2195	214
911	2197	211
912	2198	209
913	2200	207
914	2202	204
915	2205	202
916	2208	199
917	2209	197
918	2211	194
919	2212	192
920	2214	189
921	2219	187
922	2220	185
923	2222	182
924	2223	180
925	2225	177
926	2236	176
927	2239	173
928	2242	171
929	2246	169
930	2248	166
931	2250	164
932	2251	161
933	2253	159
934	2255	156
935	2258	154
936	2261	152
937	2264	149
938	2266	147
939	2269	144
940	2270	142
941	2273	139
942	2276	137
943	2278	135
944	2279	132
945	2280	130
946	2282	127
947	2283	125
948	2286	122
949	2288	120
950	2290	117
951	2291	115
952	2293	113
953	2294	110
954	2299	108
955	2301	105
956	2303	103
957	2304	101
958	2307	98
959	2308	96
960	2311	93
961	2313	91
962	2315	88
963	2316	86
964	2318	84
965	2319	81
966	2324	79
967	2326	76
968	2328	74
969	2329	72
970	2331	69
971	2333	67
972	2335	64
973	2336	62
974	2338	59
975	2340	57
976	2341	55
977	2346	52
978	2350	50
979	2352	48
980	2355	45
981	2356	43
982	2362	40
983	2363	38
984	2364	36
985	2366	33
986	2368	31
987	2369	28
988	2375	26
989	2376	24
990	2378	21
991	2379	19
992	2381	16
993	2382	14
994	2385	11
995	2387	9
996	2391	7
997	2393	4
998	2395	2
999	2399	0
